O3	O3	Temperature	Temperature	CO	CO	CO2	CO2
51064984	0.13	22.16	23.68	501.13	5.35	2.36	422.21
51064984	0.21	21.51	23.64	560.56	5.59	2.33	422.16
51064984	0.11	34.74	23.77	563.08	5.51	2.48	422.21
51064984	0.08	22.8	23.79	548.24	5.39	2.34	422.16
51064984	0.12	32.48	23.8	550.67	5.43	2.32	422.21
51064984	0.14	22.48	23.8	560.56	5.27	2.33	422.16
51064984	0.09	21.51	23.79	563.08	5.39	2.32	422.21
51064984	0.13	21.51	23.79	563.08	5.33	2.32	422.11
51064984	0.09	23.77	23.88	520.45	5.32	2.32	447.5
51064984	0.04	26.67	23.79	560.56	5.16	2.75	422.16
51064984	0.16	20.87	23.86	543.43	5.33	2.32	422.16
51064984	0.12	32.8	23.76	570.77	5.28	2.31	447.45
51064984	0.05	22.8	23.78	573.37	5.3	2.33	447.45
51064984	0.15	34.09	23.78	536.36	5.26	2.32	447.5
51064984	0.11	35.38	23.88	570.77	5.39	2.32	447.5
51064984	0.15	24.41	23.87	581.29	5.39	2.31	422.16
51064984	0.11	22.8	23.84	538.7	5.23	2.33	422.11
51064984	0.09	21.51	23.8	548.24	5.54	2.32	422.16
1591.32	0.13	21.51	23.79	531.73	5.31	2.36	422.21
51064984	0.18	22.8	23.8	565.63	5.4	2.32	422.11
51064984	0.18	23.12	23.79	589.4	5.42	2.35	447.45
51064984	0.11	22.16	23.77	583.97	5.37	2.31	447.5
51064984	-0.02	35.38	23.81	531.73	5.23	2.52	422.21
51064984	0.1	24.09	23.78	568.19	5.29	2.33	447.45
5888.81	0.1	24.74	23.78	565.63	5.42	2.33	447.5
17703.18	0	23.77	23.8	578.63	5.39	2.32	447.45
2934.36	0.13	23.12	23.8	568.19	5.45	2.33	447.4
17703.18	0.08	33.77	23.87	555.58	5.49	2.65	422.06
51064984	0.12	28.93	23.75	560.56	5.45	2.33	447.5
51064984	0.03	24.09	23.77	558.06	5.32	2.33	422.11
51064984	0.1	28.61	23.75	560.56	5.41	2.44	422.21
51064984	0.08	26.67	23.76	575.99	5.38	2.33	422.16
51064984	0.01	21.51	23.79	568.19	5.5	2.31	472.79
1591.32	0.12	20.87	23.87	560.56	5.43	2.32	422.16
51064984	0.13	21.83	23.89	560.56	5.47	2.75	422.11
51064984	0.06	24.74	23.95	558.06	5.35	2.31	422.11
51064984	0.08	24.09	24.01	560.56	5.28	2.47	472.69
51064984	0.14	24.74	24.02	560.56	5.31	2.31	447.45
51064984	0.04	24.74	24.04	555.58	5.46	2.43	422.16
51064984	0.2	33.45	24.03	558.06	5.34	2.33	422.16
51064984	0.1	24.41	24.06	568.19	5.37	2.33	422.16
51064984	0.04	21.83	23.76	570.77	5.45	2.36	422.16
