Day of Year, Day of Week, hour, minute,PrintCount,NO2,voltage of NO2,O3,Temperature,CO,CO2,Humidity,Temperature,Ethylene Oxide,O3,CO,CO2,Time diff to Print1,Time diff to Print2
250,1,21,29,0,58.19,0.1,51064984,-21.06,518.24,2.31,82,23.84,0,0.04,5.39,396.97,13,9
250,1,21,44,0,81.22,0.07,1343.36,-19.12,524.92,2.31,2,23.81,0,0.1,5.48,421.86,13,8
250,1,21,59,0,81.22,0.07,51064984,-17.19,541.06,2.31,30,23.78,0,0.12,5.58,396.62,-47,-52
250,1,22,14,0,88.9,0.07,51064984,-19.45,529.45,2.29,51,23.79,0,0.02,5.48,396.77,13,7
250,1,22,29,0,98.12,0.06,516.83,-17.83,516.05,2.3,81,23.76,0,0,5.41,421.96,13,7
250,1,22,44,0,58.19,0.1,51064984,-10.09,541.06,2.29,50,23.75,0,0.12,5.35,396.77,13,6
250,1,22,59,0,98.12,0.06,51064984,-24.93,538.7,2.31,68,23.76,0,0.1,5.41,396.72,-47,-55
250,1,23,14,0,88.9,0.07,1752.48,-25.25,545.83,2.3,52,23.75,0,0.07,5.53,421.86,12,5
250,1,23,29,0,77.84,0.08,51064984,-23.32,534.04,2.32,44,23.75,0,0.04,5.62,396.72,12,4
250,1,23,44,0,71.84,0.08,1949.47,-25.25,536.36,2.29,61,23.69,0,0.08,5.4,396.72,12,4
250,1,23,59,0,93.29,0.06,1949.47,-5.9,536.36,2.31,80,23.76,0,0.04,5.36,396.62,-48,-57
251,2,0,14,0,93.29,0.06,51064984,-24.61,531.73,2.75,36,23.78,0,0.11,5.04,396.92,12,2
251,2,0,29,0,88.9,0.07,51064984,-12.03,529.45,2.7,12,23.72,0,0.1,5.2,396.67,12,2
251,2,0,44,0,64.33,0.09,51064984,-18.8,548.24,2.59,0,23.78,0,0.06,5.32,396.72,12,1
251,2,0,59,0,66.66,0.09,51064984,-21.38,522.68,2.31,22,23.84,0,0.11,5.17,397.02,-48,-59
251,2,1,14,0,69.16,0.09,51064984,-10.74,527.17,2.29,28,23.75,0,0.03,5.3,396.77,11,15
251,2,1,29,0,71.84,0.08,51064984,-19.77,527.17,2.3,0,23.8,0,0.15,5.3,396.82,11,14
251,2,1,44,0,64.33,0.09,51064984,-17.83,534.04,2.3,94,23.85,0,0.1,5.18,396.72,11,13
251,2,1,59,0,69.16,0.09,51064984,-20.41,541.06,2.3,80,23.79,0,0.05,5.34,396.72,-49,-47
251,2,2,14,0,69.16,0.09,51064984,-20.09,543.43,2.29,51,23.77,0,0.08,5.31,396.82,11,12
251,2,2,29,0,66.66,0.09,51064984,-3.32,553.11,2.31,60,23.71,0,0.11,5.35,421.81,11,12
251,2,2,44,0,62.15,0.09,51064984,-21.38,522.68,2.31,18,23.73,0,0.07,5.44,396.72,11,11
251,2,2,59,0,62.15,0.09,51064984,-19.77,553.11,2.31,35,23.75,0,0.14,5.32,396.87,-49,-50
251,2,3,14,0,60.11,0.1,51064984,-14.61,553.11,2.7,82,23.7,0,0.09,5.39,396.82,11,10
251,2,3,29,0,69.16,0.09,4411.63,-18.48,563.08,2.31,56,23.73,0,0.13,5.1,422.01,10,9
251,2,3,44,0,66.66,0.09,3525.28,-23.96,560.56,2.31,11,23.67,0,0.04,5.4,396.62,10,9
251,2,3,59,0,64.33,0.09,51064984,-0.41,558.06,2.31,58,23.69,0,0.07,5.24,396.77,-50,-52
251,2,4,14,0,64.33,0.09,51064984,-20.41,522.68,2.32,69,23.78,0,0.19,5.23,421.81,10,8
251,2,4,29,0,69.16,0.09,51064984,-20.74,558.06,2.29,48,23.71,0,0.07,5.28,396.67,10,7
251,2,4,44,0,69.16,0.09,51064984,-14.61,545.83,2.3,81,23.77,0,0.12,5.32,396.92,10,6
251,2,4,59,0,74.73,0.08,51064984,-18.48,545.83,2.3,74,23.73,0,0.02,5.15,422.21,-50,-54
251,2,5,14,0,62.15,0.09,51064984,-14.61,548.24,2.31,94,23.76,0,0.12,5.21,396.72,10,5
251,2,5,29,0,66.66,0.09,1949.47,-5.25,520.45,2.34,86,23.8,0,0.03,5.2,396.92,9,5
251,2,5,44,0,58.19,0.1,51064984,-19.12,531.73,2.44,81,23.79,0,0.09,5.34,422.01,9,4
251,2,5,59,0,60.11,0.1,1591.32,-19.45,534.04,2.63,39,23.79,0,0.07,5.24,396.97,-51,-57
251,2,6,14,0,64.33,0.09,51064984,-14.93,505.32,2.3,61,23.87,0,0.1,5.33,422.21,9,3
251,2,6,29,0,58.19,0.1,51064984,-13.96,507.43,2.3,8,23.86,0,0.06,5.32,422.21,9,2
251,2,6,44,0,60.11,0.1,51064984,-17.51,509.57,2.75,90,23.8,0,0.06,5.27,422.21,9,2
251,2,6,59,0,56.38,0.1,718.3,-17.51,516.05,2.54,75,23.85,0,0.05,5.32,422.21,-51,-59
251,2,7,14,0,56.38,0.1,2195.69,-16.22,538.7,2.29,38,23.62,0,0.16,5.45,396.87,9,1
251,2,7,29,100,71.84,0.08,51064984,1.19,531.73,2.31,61,23.8,0,0.1,5.11,422.16,9,14
251,2,7,44,200,58.19,0.1,51064984,-13.96,522.68,2.31,19,23.95,0,0.04,5.24,422.21,8,14
251,2,7,59,100,71.84,0.08,51064984,-9.77,507.43,2.31,52,23.95,0,0.09,5.32,422.16,-52,-47
251,2,8,14,200,60.11,0.1,51064984,-16.87,507.43,2.3,81,24.04,0,0.07,5.34,422.21,8,13
251,2,8,29,0,38.99,0.15,51064984,-14.29,507.43,2.66,52,24.12,0,0.09,5.45,422.21,8,12
251,2,8,44,0,51.54,0.11,51064984,-15.9,503.21,2.31,11,24.07,0,0.14,5.37,422.21,8,11
251,2,8,59,0,58.19,0.1,51064984,-4.93,503.21,2.29,15,23.96,0,0.12,5.31,422.21,-52,-49
251,2,9,14,0,51.54,0.11,51064984,-12.67,529.45,2.44,31,24.01,0,0.07,5.27,422.21,8,10
251,2,9,29,100,60.11,0.1,51064984,-12.03,529.45,2.57,11,24.07,0,0.08,5.39,422.16,8,10
251,2,9,44,100,58.19,0.1,51064984,-2.67,529.45,2.31,30,24.06,0,0.07,5.19,422.21,7,9
251,2,9,59,0,60.11,0.1,51064984,-0.09,534.04,2.3,30,24.18,0,0.04,5.29,447.5,-53,-51
251,2,10,14,161,50.1,0.12,51064984,-10.41,501.13,2.31,5,24.12,0,0.16,5.3,447.45,7,8
251,2,10,29,0,51.54,0.11,51064984,-13.64,543.43,2.29,86,24.12,0,0.12,5.27,447.45,7,7
251,2,10,44,0,58.19,0.1,51064984,-9.45,507.43,2.3,98,24.17,0,0.14,5.19,447.45,7,7
251,2,10,59,1,48.73,0.12,51064984,-7.51,536.36,2.3,22,24.11,0,0.07,5.26,447.5,-53,-54
251,2,11,14,1,53.07,0.11,51064984,10.22,543.43,2.31,28,24.13,0,0.04,5.23,447.5,7,6
251,2,11,29,2,48.73,0.12,51064984,8.61,543.43,2.3,69,24.14,0,0.13,5.28,472.74,7,5
251,2,11,44,3,54.68,0.11,51064984,-10.41,538.7,2.31,20,24.19,0,0.09,5.17,447.5,7,4
251,2,11,59,44,48.73,0.12,51064984,-13.64,522.68,2.31,48,24.29,0,0.05,5.3,447.45,-54,-56
251,2,12,14,0,50.1,0.12,3525.28,-9.45,531.73,2.31,80,24.22,0,0.09,5.21,422.21,6,3
251,2,12,29,0,56.38,0.1,51064984,1.19,524.92,2.32,45,24.23,0,0.03,5.2,422.21,6,3
251,2,12,44,2,62.15,0.09,51064984,-7.19,531.73,2.3,55,24.27,0,0.12,5.3,422.21,6,2
251,2,12,59,0,58.19,0.1,486.13,-11.38,541.06,2.31,30,24.26,0,0.05,5.38,422.21,-54,-58
251,2,13,14,0,56.38,0.1,51064984,-13.96,536.36,2.32,65,24.22,0,0.06,5.18,422.21,6,1
251,2,13,29,0,66.66,0.09,51064984,6.67,538.7,2.33,25,24.28,0,0.06,5.34,422.21,6,15
251,2,13,44,3,62.15,0.09,3525.28,-6.22,534.04,2.31,48,24.19,0,0.08,5.16,422.21,6,14
251,2,13,59,0,64.33,0.09,51064984,-2.35,531.73,2.49,72,24.1,0,0.03,5.21,422.21,-54,-46
251,2,14,14,0,84.9,0.07,51064984,-12.67,545.83,2.33,85,24.03,0,0.05,5.24,447.5,5,13
251,2,14,29,0,81.22,0.07,51064984,8.61,545.83,2.32,8,23.97,0,0.07,5.27,447.5,5,12
251,2,14,44,0,93.29,0.06,51064984,2.16,548.24,2.31,81,23.96,0,0.11,5.27,447.45,5,12
251,2,14,59,0,81.22,0.07,17703.18,-10.41,541.06,2.32,22,23.87,0,0.12,5.46,447.5,-55,-49
251,2,15,14,1,47.43,0.12,1591.32,5.06,543.43,2.54,68,23.98,0,0.03,5.31,422.21,5,11
251,2,15,29,0,69.16,0.09,51064984,-9.45,499.05,2.58,82,24.03,0,0.05,5.22,422.21,5,10
251,2,15,44,0,74.73,0.08,51064984,-8.48,503.21,2.32,44,24.04,0,0.04,5.3,422.21,5,10
251,2,15,59,0,36.5,0.16,3525.28,-10.09,543.43,2.31,98,24.07,0,0.07,5.37,422.21,-55,-51
251,2,16,14,0,74.73,0.08,51064984,9.25,538.7,2.33,19,24.06,0,-0.01,5.26,447.5,4,8
251,2,16,29,0,62.15,0.09,51064984,-8.16,534.04,2.71,94,23.97,0,0.17,5.32,447.55,4,8
251,2,16,44,0,39.89,0.15,2195.69,-6.87,534.04,2.33,10,24.01,0,0.03,5.41,422.21,4,7
251,2,16,59,0,60.11,0.1,51064984,-10.09,527.17,2.32,99,24.09,0,0.11,5.26,422.21,-56,-53
251,2,17,14,0,69.16,0.09,51064984,2.16,529.45,2.31,82,24.01,0,0.14,5.35,422.11,4,6
251,2,17,29,0,32.32,0.18,51064984,-8.48,516.05,2.48,2,24.06,0,0.03,5.54,422.16,4,5
251,2,17,44,0,64.33,0.09,4411.63,1.19,484.93,2.3,31,24.04,0,0.11,5.4,447.5,4,5
251,2,17,59,0,62.15,0.09,51064984,-11.7,484.93,2.32,95,24.05,0,0.08,5.45,422.21,-56,-56
251,2,18,14,0,43.9,0.13,51064984,-9.77,505.32,2.76,50,24.13,0,0.13,5.33,422.16,4,4
251,2,18,29,0,62.15,0.09,51064984,-6.22,507.43,2.3,15,24.17,0,0.09,5.49,422.21,3,3
251,2,18,44,0,64.33,0.09,51064984,-7.19,507.43,2.32,69,24.13,0,0.17,5.26,422.21,3,3
251,2,18,59,0,64.33,0.09,51064984,-11.06,503.21,2.3,11,24.2,0,0.18,5.26,422.21,-57,-58
251,2,19,14,0,84.9,0.07,51064984,-8.8,516.05,2.31,31,24.15,0,0.07,5.34,422.21,3,1
251,2,19,29,0,93.29,0.06,51064984,0.22,531.73,2.31,25,23.95,0,0.06,5.41,422.21,3,1
251,2,19,44,0,98.12,0.06,51064984,-9.12,522.68,2.76,88,23.87,0,0.09,5.49,422.21,3,15
251,2,19,59,0,58.19,0.1,51064984,2.16,496.99,2.3,1,23.84,0,0.06,5.28,421.91,-57,-46
251,2,20,14,0,98.12,0.06,51064984,-6.54,541.06,2.32,50,24.03,0,0.03,5.21,422.21,3,13
251,2,20,29,0,62.15,0.09,51064984,-10.09,538.7,2.54,58,24.1,0,0.23,5.43,422.21,2,13
251,2,20,44,0,56.38,0.1,51064984,-10.74,529.45,2.32,78,24.05,0,0.1,5.45,422.21,2,12
251,2,20,59,0,69.16,0.09,51064984,-11.06,518.24,2.6,26,24.02,0,0.06,5.31,422.21,-58,-48
251,2,21,14,0,56.38,0.1,51064984,-11.06,501.13,2.3,45,24.02,0,0.1,5.15,397.07,2,11
251,2,21,29,0,62.15,0.09,8842.91,-8.16,543.43,2.74,56,24.02,0,0.04,5.3,422.21,2,11
251,2,21,44,0,58.19,0.1,51064984,-4.93,536.36,2.32,36,23.98,0,0.1,5.54,422.21,2,10
251,2,21,59,0,71.84,0.08,51064984,11.83,534.04,2.3,44,24,0,0.14,5.23,422.21,-58,-51
251,2,22,14,0,60.11,0.1,51064984,-9.12,534.04,2.31,74,23.93,0,0.06,5.22,422.16,2,9
251,2,22,29,0,62.15,0.09,51064984,12.8,518.24,2.3,65,23.86,0,0.06,5.32,422.21,2,8
251,2,22,44,0,71.84,0.08,51064984,-10.09,555.58,2.31,10,23.72,0,0.09,5.21,396.97,1,8
251,2,22,59,0,64.33,0.09,51064984,-4.93,507.43,2.3,69,23.79,0,0.03,5.34,422.21,-59,-53
251,2,23,14,0,66.66,0.09,51064984,-4.93,527.17,2.62,75,23.8,0,0.1,5.29,396.77,1,6
251,2,23,29,0,69.16,0.09,51064984,8.29,543.43,2.31,8,23.75,0,0.19,5.26,422.01,1,6
251,2,23,44,0,64.33,0.09,1022.48,-9.45,553.11,2.32,35,23.79,0,0.09,5.3,422.21,1,5
251,2,23,59,0,54.68,0.11,486.13,-11.38,505.32,2.31,98,23.71,0,0.08,5.47,422.21,-59,-55
252,3,0,14,0,71.84,0.08,51064984,-10.09,538.7,2.31,72,23.76,0,0.08,5.2,422.01,1,4
252,3,0,29,0,71.84,0.08,51064984,-9.77,548.24,2.31,40,23.68,0,0.17,5.28,421.86,1,4
252,3,0,44,0,69.16,0.09,51064984,-4.29,550.67,2.31,35,23.71,0,0.16,5.46,421.96,0,3
252,3,0,59,0,58.19,0.1,51064984,-7.83,536.36,2.34,98,23.81,0,0.04,5.26,421.91,-45,-58
252,3,1,14,0,66.66,0.09,51064984,-8.8,513.87,2.64,81,23.8,0,0.1,5.43,422.06,15,2
252,3,1,29,0,66.66,0.09,51064984,-7.51,553.11,2.32,44,23.78,0,0.08,5.33,422.16,15,1
252,3,1,44,0,62.15,0.09,51064984,-8.16,541.06,2.32,6,23.81,0,0.15,5.23,422.01,15,1
252,3,1,59,0,56.38,0.1,1949.47,-8.8,548.24,2.32,58,23.7,0,0.04,5.23,422.01,-45,-46
252,3,2,14,0,35,0.17,51064984,-10.09,531.73,2.32,90,23.72,0,0.13,5.2,396.67,15,14
252,3,2,29,0,66.66,0.09,51064984,-8.48,545.83,2.31,31,23.7,0,0.09,5.22,421.96,15,13
252,3,2,44,0,66.66,0.09,51064984,-1.06,527.17,2.31,22,23.7,0,0.1,5.36,422.01,14,13
252,3,2,59,0,69.16,0.09,51064984,12.8,568.19,2.31,98,23.7,0,0.11,5.38,421.91,-46,-48
252,3,3,14,0,58.19,0.1,3525.28,-7.51,558.06,2.32,12,23.78,0,0.09,5.25,421.91,14,12
252,3,3,29,0,62.15,0.09,51064984,-11.06,536.36,2.31,48,23.8,0,0.09,5.57,396.97,14,11
252,3,3,44,0,60.11,0.1,51064984,5.06,560.56,2.31,82,23.8,0,0.03,5.34,396.77,14,10
252,3,3,59,0,56.38,0.1,51064984,-1.06,538.7,2.3,98,23.8,0,0.14,5.3,396.97,-46,-50
252,3,4,14,0,58.19,0.1,718.3,-7.51,563.08,2.76,62,23.75,0,0.06,5.23,422.16,14,9
252,3,4,29,0,60.11,0.1,51064984,-10.74,560.56,2.3,68,23.79,0,0.12,5.48,422.21,14,9
252,3,4,44,0,64.33,0.09,51064984,-6.54,531.73,2.31,78,23.8,0,0.12,5.35,397.02,14,8
252,3,4,59,0,62.15,0.09,1949.47,-9.77,538.7,2.76,60,23.78,0,0.04,5.17,396.97,-47,-53
252,3,5,14,0,56.38,0.1,51064984,-4.29,553.11,2.31,1,23.84,0,0.11,5.36,396.97,13,7
252,3,5,29,0,64.33,0.09,51064984,-5.58,550.67,2.31,30,23.82,0,0.1,5.28,422.21,13,6
252,3,5,44,0,64.33,0.09,5888.81,-8.8,550.67,2.31,40,23.8,0,0.15,5.32,396.97,13,6
252,3,5,59,0,39.89,0.15,51064984,-7.51,545.83,2.31,19,23.76,0,0.04,5.45,422.21,-47,-55
252,3,6,14,0,38.13,0.15,51064984,-8.8,531.73,2.31,38,23.76,0,0.09,5.42,422.21,13,5
252,3,6,29,0,64.33,0.09,51064984,-9.45,522.68,2.3,14,23.79,0,0.12,5.46,422.21,13,4
252,3,6,44,0,64.33,0.09,51064984,-10.74,518.24,2.35,50,23.79,0,0.15,5.57,422.21,13,3
252,3,6,59,0,66.66,0.09,51064984,10.87,520.45,2.44,65,23.8,0,0.15,5.52,422.16,-48,-57
252,3,7,14,0,64.33,0.09,51064984,-7.83,479.08,2.3,2,23.61,0,0.13,5.44,422.16,12,2
252,3,7,29,0,41.8,0.14,51064984,-2.03,513.87,2.29,94,23.6,0,0.07,5.35,422.21,12,2
252,3,7,44,0,71.84,0.08,51064984,-7.51,490.9,2.3,45,23.68,0,0.13,5.45,422.21,12,1
252,3,7,59,0,66.66,0.09,51064984,-9.45,471.46,2.3,61,23.7,0,0.13,5.5,422.21,-48,-45
252,3,8,14,0,64.33,0.09,51064984,-8.48,509.57,2.36,18,23.82,0,0.24,5.36,422.21,12,14
252,3,8,29,0,62.15,0.09,51064984,-8.48,516.05,2.3,22,23.8,0,0.1,5.35,447.5,12,14
252,3,8,44,0,62.15,0.09,51064984,9.25,513.87,2.74,99,23.7,0,0.09,5.5,422.21,12,13
252,3,8,59,0,66.66,0.09,51064984,0.87,520.45,2.3,42,23.81,0,0.14,5.45,447.5,-48,-47
252,3,9,14,0,48.73,0.12,51064984,-9.77,499.05,2.31,75,23.8,0,0.09,5.49,422.16,11,12
252,3,9,29,0,60.11,0.1,51064984,-10.41,511.71,2.3,2,23.78,0,0.14,5.49,447.45,11,11
252,3,9,44,2,56.38,0.1,51064984,-6.87,534.04,2.45,98,23.8,0,0.08,5.53,422.16,11,11
252,3,9,59,0,33.61,0.17,51064984,-9.12,541.06,2.29,10,23.87,0,0.13,5.29,447.5,-49,-50
252,3,10,14,38,53.07,0.11,3525.28,-8.48,499.05,2.3,92,24,0,0.15,5.45,447.5,11,10
252,3,10,29,40,35.74,0.16,51064984,6.03,481.02,2.29,44,23.98,0,0.09,5.26,422.16,11,9
252,3,10,44,0,54.68,0.11,51064984,-10.74,477.16,2.3,60,23.96,0,0.08,5.42,447.5,11,8
252,3,10,59,0,56.38,0.1,51064984,-7.19,531.73,2.63,81,23.94,0,0.06,5.49,447.5,-49,-52
252,3,11,14,0,58.19,0.1,51064984,-4.93,536.36,2.31,61,24.03,0,0.14,5.34,447.45,10,7
252,3,11,29,4,64.33,0.09,51064984,-7.51,543.43,2.31,81,23.95,0,0.12,5.42,422.16,10,7
252,3,11,44,0,62.15,0.09,51064984,-6.22,545.83,2.65,38,23.95,0,0.05,5.12,422.16,10,6
252,3,11,59,1,66.66,0.09,51064984,-8.16,541.06,2.31,64,24,0,0.08,5.4,447.5,-50,-54
252,3,12,14,0,62.15,0.09,51064984,-7.19,516.05,2.34,70,23.98,0,0.09,5.34,422.11,10,5
252,3,12,29,0,66.66,0.09,51064984,-10.09,541.06,2.61,36,24,0,0.06,5.33,422.16,10,4
252,3,12,44,120,64.33,0.09,51064984,-9.45,543.43,2.49,75,24.15,0,0.05,5.41,472.74,10,4
252,3,12,59,543,66.66,0.09,51064984,-11.38,543.43,2.3,89,24.26,0,0.05,5.46,472.54,-50,-57
252,3,13,14,219,69.16,0.09,51064984,-5.9,529.45,2.31,62,24.32,0,0.09,5.36,422.16,10,3
252,3,13,29,10,60.11,0.1,51064984,-12.35,520.45,2.58,12,24.3,0,0.03,5.39,422.06,9,2
252,3,13,44,0,60.11,0.1,51064984,-6.87,499.05,2.55,95,24.38,0,0.03,5.43,422.21,9,1
252,3,13,59,0,64.33,0.09,51064984,9.9,524.92,2.31,51,24.32,0,0.11,5.32,422.16,-51,-59
252,3,14,14,0,64.33,0.09,51064984,-9.45,536.36,2.31,88,24.21,0,0.04,5.48,447.5,9,15
252,3,14,29,0,60.11,0.1,51064984,-11.06,538.7,2.75,94,24.12,0,0.12,5.45,447.5,9,14
252,3,14,44,0,64.33,0.09,1591.32,-0.74,543.43,2.3,60,24.12,0,0.12,5.46,447.5,9,14
252,3,14,59,0,74.73,0.08,51064984,-6.87,536.36,2.31,28,24.05,0,0.14,5.33,447.45,-51,-47
252,3,15,14,0,71.84,0.08,51064984,-8.8,518.24,2.74,75,24,0,-0.01,5.39,447.5,9,12
252,3,15,29,0,60.11,0.1,51064984,1.19,555.58,2.46,55,24,0,0.17,5.65,498.08,8,12
252,3,15,44,0,66.66,0.09,51064984,-9.12,513.87,2.3,98,24.12,0,0.1,5.49,498.13,8,11
252,3,15,59,0,74.73,0.08,51064984,-8.48,538.7,2.31,94,24.04,0,0.08,5.45,447.5,-52,-49
252,3,16,14,0,77.84,0.08,51064984,-11.06,531.73,2.3,48,24.02,0,0.11,5.27,447.55,8,10
252,3,16,29,0,77.84,0.08,51064984,-8.16,529.45,2.32,94,24.04,0,0.11,5.27,422.21,8,9
252,3,16,44,1,88.9,0.07,51064984,-7.51,529.45,2.52,69,24.13,0,0.12,5.14,472.74,8,9
252,3,16,59,480,77.84,0.08,51064984,-8.16,516.05,2.29,15,24.32,0,0.06,5.44,497.98,-52,-52
252,3,17,14,240,66.66,0.09,51064984,-13,516.05,2.38,38,24.4,0,0.02,5.21,422.11,8,8
252,3,17,29,0,66.66,0.09,51064984,-11.06,505.32,2.32,5,24.37,0,0.07,5.26,422.11,8,7
252,3,17,44,1,64.33,0.09,51064984,-1.7,456.81,2.32,94,24.48,0,-0.04,5.27,447.4,7,7
252,3,17,59,800,66.66,0.09,51064984,-5.9,488.9,2.5,48,24.59,0,0.02,5.26,447.35,-53,-54
252,3,18,14,0,66.66,0.09,51064984,-9.12,488.9,2.58,49,24.63,0,0.14,5.23,422.26,7,5
252,3,18,29,880,58.19,0.1,51064984,-9.77,460.4,2.32,15,24.73,0,0.01,5.25,447.4,7,5
252,3,18,44,0,56.38,0.1,51064984,-12.67,451.5,2.69,99,24.76,0,0.09,5.36,422.21,7,4
252,3,18,59,0,56.38,0.1,51064984,-7.19,477.16,2.31,95,24.7,0,0.12,5.21,421.96,-53,-56
252,3,19,14,0,56.38,0.1,51064984,3.45,484.93,2.33,85,24.62,0,0.08,5.24,396.87,7,3
252,3,19,29,0,60.11,0.1,51064984,12.16,473.35,2.32,10,24.54,0,0.13,5.33,422.11,7,2
252,3,19,44,0,56.38,0.1,1591.32,-7.19,462.21,2.75,6,24.37,0,0.1,5.37,422.16,7,2
252,3,19,59,0,56.38,0.1,3525.28,-7.51,507.43,2.32,62,24.38,0,0.11,5.26,422.21,-54,-59
252,3,20,14,0,53.07,0.11,5888.81,-7.83,507.43,2.32,14,24.35,0,0.09,5.44,422.16,6,1
252,3,20,29,0,54.68,0.11,51064984,-10.41,486.91,2.67,39,24.32,0,0.09,5.1,422.16,6,15
252,3,20,44,0,48.73,0.12,458.75,-12.35,511.71,2.75,98,24.36,0,0.11,5.25,422.16,6,14
252,3,20,59,0,53.07,0.11,1752.48,-6.22,484.93,2.76,1,24.25,0,0.14,5.19,422.21,-54,-47
252,3,21,14,0,46.2,0.13,51064984,-10.41,511.71,2.64,90,24.22,0,0.14,5.07,422.21,6,13
252,3,21,29,0,42.83,0.14,51064984,-11.06,516.05,2.36,22,24.19,0,0.13,5.35,422.21,6,12
252,3,21,44,0,42.83,0.14,51064984,-10.74,520.45,2.32,85,24.2,0,0.03,5.29,422.21,6,12
252,3,21,59,0,40.82,0.14,51064984,-10.41,509.57,2.31,95,24.2,0,0.08,5.28,422.21,-55,-49
252,3,22,14,0,38.13,0.15,501.03,-8.48,529.45,2.44,39,24.18,0,0.06,5.28,422.16,5,10
252,3,22,29,0,39.89,0.15,51064984,3.77,524.92,2.31,75,24.06,0,0.05,5.31,422.21,5,10
252,3,22,44,0,38.99,0.15,51064984,-7.51,516.05,2.32,10,24.03,0,0.1,5.35,422.21,5,9
252,3,22,59,0,45.02,0.13,51064984,3.45,541.06,2.32,49,23.89,0,0.05,5.21,421.86,-55,-51
252,3,23,14,0,47.43,0.12,51064984,-8.48,541.06,2.31,44,23.88,0,0.13,5.41,421.96,5,8
252,3,23,29,0,47.43,0.12,51064984,-10.74,536.36,2.72,76,23.95,0,0.11,5.36,422.21,5,8
252,3,23,44,0,48.73,0.12,912.7,-9.77,531.73,2.32,15,23.87,0,0.09,5.37,422.06,5,7
252,3,23,59,0,51.54,0.11,51064984,-0.41,538.7,2.32,90,23.93,0,0.22,5.33,422.21,-55,-54
253,4,0,14,0,51.54,0.11,51064984,-9.12,541.06,2.32,0,23.93,0,0.15,5.34,396.97,4,6
253,4,0,29,0,51.54,0.11,8842.91,-8.8,548.24,2.32,36,23.88,0,0.11,5.28,396.97,4,5
253,4,0,44,0,51.54,0.11,1087.66,-5.9,545.83,2.53,8,23.87,0,0.1,5.22,422.16,4,5
253,4,0,59,0,51.54,0.11,51064984,-10.74,545.83,2.32,80,23.87,0,0.14,5.31,422.06,-56,-56
253,4,1,14,0,51.54,0.11,51064984,-7.19,555.58,2.76,78,23.87,0,0.09,5.33,422.21,4,3
253,4,1,29,0,46.2,0.13,51064984,-10.74,550.67,2.32,10,23.9,0,0.15,5.24,422.21,4,3
253,4,1,44,0,43.9,0.13,51064984,12.16,560.56,2.32,55,23.95,0,0.06,5.16,422.21,4,2
253,4,1,59,0,41.8,0.14,3525.28,-8.16,543.43,2.5,55,23.95,0,0.13,5.43,422.06,-56,-58
253,4,2,14,0,43.9,0.13,51064984,10.54,555.58,2.48,32,24.02,0,0.12,5.19,422.21,3,1
253,4,2,29,0,43.9,0.13,51064984,-8.16,563.08,2.37,40,23.93,0,0.09,5.07,422.21,3,1
253,4,2,44,0,41.8,0.14,1752.48,8.29,558.06,2.75,74,23.84,0,0.08,5.32,421.96,3,14
253,4,2,59,0,40.82,0.14,51064984,-7.51,565.63,2.32,78,23.87,0,0.16,5.12,422.21,-57,-46
253,4,3,14,0,41.8,0.14,51064984,-2.67,524.92,2.31,62,23.77,0,0.17,5.26,422.21,3,13
253,4,3,29,0,40.82,0.14,51064984,-4.61,531.73,2.31,14,23.84,0,0.16,5.21,422.21,3,13
253,4,3,44,0,32.95,0.18,51064984,-7.51,570.77,2.53,81,23.86,0,0.09,5.29,422.16,3,12
253,4,3,59,0,28.93,0.2,51064984,-4.93,563.08,2.68,2,23.86,0,0.16,5.23,422.21,-57,-49
253,4,4,14,0,39.89,0.15,51064984,-5.58,536.36,2.31,32,23.8,0,0.1,5.34,422.21,3,11
253,4,4,29,0,37.3,0.16,51064984,-8.48,575.99,2.3,88,23.76,0,0.23,5.28,422.21,2,10
253,4,4,44,0,35.74,0.16,51064984,-10.74,568.19,2.29,14,23.8,0,0.11,5.42,422.21,2,10
253,4,4,59,0,38.99,0.15,51064984,14.41,527.17,2.29,12,23.73,0,0.19,5.37,422.16,-58,-51
253,4,5,14,0,39.89,0.15,51064984,-4.93,565.63,2.3,52,23.78,0,0.05,5.33,422.21,2,9
253,4,5,29,0,38.99,0.15,51064984,-7.83,558.06,2.44,18,23.7,0,0.13,5.47,422.16,2,8
